id,topic_name,source_lang,source_level,wish_correct_language_1,wish_correct_language_2,wish_correct_language_3,tags
870,Multi-channelled asynchronous superstructure,Fijian,C2,Norwegian,Norwegian,,Phased clear-thinking utilisation
871,Ameliorated intermediate archive,Haitian Creole,A1,Azeri,,,Optimized methodical help-desk
872,Assimilated upward-trending knowledge base,Indonesian,A1,Dari,Swati,Punjabi,User-centric 3rd generation challenge
873,Reactive explicit encryption,Kannada,C2,Pashto,Azeri,Hiri Motu,Expanded bottom-line hub
874,Open-architected intangible moderator,Montenegrin,C2,Swahili,,,Re-contextualized analyzing encryption
875,Sharable actuating Graphic Interface,Croatian,B2,Dhivehi,,,User-friendly exuding knowledge base
876,Function-based mission-critical structure,Tetum,A2,Kyrgyz,Maltese,Croatian,Balanced zero administration attitude
877,Secured web-enabled project,Amharic,C2,Tok Pisin,Tswana,,Advanced 5th generation implementation
878,Multi-channelled executive function,Assamese,A1,German,Dzongkha,,Cross-group mobile ability
879,Quality-focused grid-enabled flexibility,Gujarati,C1,Hebrew,Kannada,,Extended exuding help-desk
880,Persevering cohesive interface,Tok Pisin,C1,Norwegian,Oriya,Ndebele,Public-key well-modulated Graphical User Interface
881,Profit-focused next generation solution,Swahili,C1,Korean,Danish,,Operative modular knowledge base
882,Synergistic analyzing superstructure,Tetum,C1,West Frisian,Fijian,Māori,Ergonomic interactive neural-net
883,Synergistic next generation customer loyalty,Italian,A2,Oriya,Zulu,Burmese,Progressive well-modulated alliance
884,Multi-tiered heuristic collaboration,Assamese,C2,Greek,Estonian,Swati,Integrated executive definition
885,Re-contextualized radical task-force,Tamil,C1,Greek,Korean,,Virtual foreground success
886,Horizontal background challenge,Georgian,B1,Dutch,Romanian,Hebrew,Profound disintermediate knowledge base
887,Multi-tiered system-worthy challenge,Macedonian,A1,Tswana,Telugu,,Multi-layered holistic complexity
888,User-centric homogeneous software,Japanese,A2,Oriya,,,Customer-focused full-range knowledge base
889,Networked user-facing capability,Chinese,A2,Lithuanian,Marathi,,Advanced background complexity
890,Function-based high-level array,Oriya,B2,Bengali,Hebrew,Afrikaans,Down-sized 4th generation definition
891,Face to face user-facing capacity,Hindi,B1,Telugu,,,Monitored user-facing focus group
892,Programmable scalable alliance,Telugu,A2,Armenian,Pashto,,Extended impactful framework
893,Operative upward-trending emulation,Dari,C1,Bosnian,Oriya,Northern Sotho,Reactive content-based challenge
894,Front-line dedicated orchestration,Yiddish,C1,Sotho,Albanian,English,Managed 3rd generation conglomeration
895,Networked intangible access,Māori,A2,Guaraní,Arabic,,Optimized disintermediate policy
896,Compatible neutral Graphic Interface,French,C1,Bulgarian,,,Enterprise-wide multi-tasking contingency
897,Inverse secondary flexibility,Tamil,B2,Luxembourgish,Nepali,Gagauz,Total analyzing installation
898,Focused foreground access,Yiddish,A1,Filipino,Filipino,,Re-contextualized local open system
899,Grass-roots encompassing paradigm,Dzongkha,C2,Croatian,Bislama,,Pre-emptive mission-critical encoding
900,Reverse-engineered asynchronous migration,Japanese,C2,Kannada,,,Front-line fresh-thinking matrices
901,Reduced content-based collaboration,Somali,A1,Northern Sotho,,Irish Gaelic,Assimilated zero administration complexity
902,Balanced asymmetric standardization,Gagauz,A2,Marathi,Catalan,,Intuitive zero tolerance infrastructure
903,Object-based holistic initiative,Norwegian,C2,Gagauz,,Bislama,Enhanced mobile moderator
904,Profit-focused cohesive orchestration,Bulgarian,C2,Māori,,,Public-key multi-tasking projection
905,Reverse-engineered zero defect hierarchy,Portuguese,C2,Gagauz,Indonesian,,Re-contextualized executive service-desk
906,Customizable scalable encryption,Afrikaans,C1,Telugu,Kannada,,Persistent responsive forecast
907,Operative dynamic open architecture,Fijian,C2,Dhivehi,,,Optimized 4th generation conglomeration
908,Decentralized grid-enabled middleware,Northern Sotho,B2,Tamil,Swedish,,Business-focused eco-centric help-desk
909,Organic uniform circuit,Belarusian,B2,Gagauz,,,Pre-emptive local circuit
910,Adaptive homogeneous Graphic Interface,Papiamento,A1,Kyrgyz,Assamese,,Optimized incremental project
911,Sharable 4th generation attitude,Kurdish,A1,Belarusian,Telugu,Bulgarian,Function-based motivating framework
912,Robust static encryption,Tajik,C1,Macedonian,Malagasy,,Reactive empowering installation
913,Horizontal foreground projection,Filipino,C1,Swedish,Japanese,Bengali,Front-line client-server knowledge base
914,Programmable leading edge frame,Belarusian,B2,Estonian,Macedonian,,Vision-oriented foreground budgetary management
915,Ergonomic radical projection,Chinese,A1,Pashto,Assamese,,Self-enabling reciprocal initiative
916,Seamless multimedia interface,Ndebele,B1,Bislama,,,Distributed fault-tolerant archive
917,Adaptive global flexibility,Afrikaans,C2,Hindi,Armenian,Burmese,Organic disintermediate hub
918,Visionary logistical collaboration,Bosnian,B2,Hungarian,Amharic,,Grass-roots motivating system engine
919,Optimized holistic knowledge user,Aymara,C2,Spanish,Guaraní,English,Future-proofed fault-tolerant collaboration
920,Total real-time collaboration,Tetum,C1,Danish,Tetum,,Stand-alone optimal standardization
921,Advanced object-oriented infrastructure,Hebrew,A2,Hiri Motu,Somali,,Extended multimedia array
922,Operative impactful encoding,French,C1,Bislama,Malay,Swedish,Centralized 3rd generation framework
923,Virtual bottom-line complexity,Gujarati,A2,Quechua,Pashto,Bengali,Public-key transitional internet solution
924,Monitored bandwidth-monitored local area network,Estonian,C1,Oriya,Telugu,,Down-sized encompassing methodology
925,Phased eco-centric attitude,Kyrgyz,C1,Korean,,Swedish,Robust mobile budgetary management
926,Multi-layered responsive analyzer,Dzongkha,C2,Spanish,Thai,,Extended holistic analyzer
927,Profound methodical capability,Papiamento,C2,Romanian,Polish,,Assimilated asynchronous Graphical User Interface
928,Vision-oriented 5th generation open architecture,Lao,C1,Portuguese,,,Front-line incremental orchestration
929,Digitized logistical local area network,Swedish,C2,Indonesian,Filipino,Belarusian,Integrated fresh-thinking instruction set
930,Grass-roots optimizing productivity,Azeri,C2,Romanian,Bislama,Finnish,Team-oriented asymmetric workforce
931,Pre-emptive zero tolerance software,Swahili,C2,Thai,Moldovan,Irish Gaelic,Total static array
932,Compatible global neural-net,Gagauz,A1,Icelandic,,,User-friendly interactive moderator
933,Reverse-engineered explicit access,Czech,C2,Gagauz,French,,Organized grid-enabled open system
934,Quality-focused dedicated throughput,Tetum,C1,Norwegian,,,Advanced bi-directional adapter
935,Synergized object-oriented application,Thai,C2,Yiddish,Georgian,Tamil,Enhanced regional access
936,Networked solution-oriented time-frame,Tamil,A1,Bislama,Burmese,Spanish,Proactive incremental pricing structure
937,Ameliorated solution-oriented time-frame,Greek,A1,Somali,Māori,,User-centric bifurcated solution
938,Extended systemic framework,German,A1,Assamese,Thai,,Expanded optimizing toolset
939,Multi-lateral full-range info-mediaries,Papiamento,B1,Portuguese,Māori,,Multi-lateral fault-tolerant access
940,Organized full-range help-desk,Assamese,B2,Aymara,Yiddish,Malagasy,Streamlined clear-thinking application
941,Virtual zero defect knowledge base,Dutch,C1,Dhivehi,Latvian,,Enterprise-wide dedicated infrastructure
942,Vision-oriented user-facing time-frame,Catalan,C1,Khmer,Aymara,,Up-sized mission-critical interface
943,Robust analyzing solution,Croatian,C2,Czech,,New Zealand Sign Language,Multi-layered bandwidth-monitored policy
944,Diverse interactive open system,Dari,A2,Amharic,Yiddish,,Implemented non-volatile success
945,Configurable demand-driven installation,Belarusian,B2,Afrikaans,,Filipino,Integrated cohesive knowledge base
946,Business-focused foreground interface,Macedonian,C2,Pashto,Catalan,Portuguese,Expanded 6th generation collaboration
947,Reduced modular time-frame,Ndebele,A1,Japanese,Yiddish,Tswana,Realigned non-volatile open architecture
948,Decentralized eco-centric budgetary management,Bulgarian,C2,Korean,,Hebrew,Fundamental systematic local area network
949,Cross-platform client-driven hierarchy,Hiri Motu,B1,Swedish,Bengali,Hungarian,Multi-tiered foreground task-force
950,Reduced discrete complexity,Tswana,A1,Persian,,,Balanced zero administration protocol
951,Open-source modular initiative,Haitian Creole,B1,Polish,Quechua,,Down-sized mission-critical model
952,Exclusive zero administration paradigm,Malagasy,A1,Kurdish,Finnish,Tsonga,Innovative upward-trending utilisation
953,Innovative zero tolerance archive,Guaraní,A2,English,Haitian Creole,Moldovan,Front-line value-added open system
954,Integrated impactful intranet,Spanish,C1,Malayalam,Dutch,,Intuitive motivating encryption
955,Expanded modular alliance,Kazakh,C2,Belarusian,Somali,,Adaptive responsive encryption
956,Multi-lateral demand-driven process improvement,Finnish,C1,Yiddish,Polish,,Switchable high-level emulation
957,Face to face systemic circuit,Papiamento,C2,Danish,Armenian,,Reduced national extranet
958,Intuitive upward-trending flexibility,Malagasy,A1,Kyrgyz,Quechua,,Switchable bifurcated middleware
959,Synergistic scalable challenge,Yiddish,A2,Sotho,,,Progressive analyzing matrix
960,Self-enabling grid-enabled array,Yiddish,A1,Albanian,Punjabi,Tsonga,Implemented explicit function
961,User-friendly next generation model,Afrikaans,A1,Kurdish,Haitian Creole,German,Horizontal homogeneous complexity
962,Up-sized static conglomeration,Kyrgyz,A2,Kashmiri,Persian,,Operative stable task-force
963,Balanced incremental array,Dzongkha,C2,Chinese,,,Customizable discrete circuit
964,Balanced background capability,Dari,C2,Hebrew,Mongolian,,Re-engineered next generation initiative
965,Cross-group zero tolerance application,West Frisian,C2,Tsonga,Pashto,,Reactive mobile definition
966,Cloned needs-based adapter,Somali,B2,Thai,Gujarati,Dari,Public-key uniform concept
967,Optional mission-critical array,Catalan,A2,Kannada,Azeri,Nepali,Realigned real-time database
968,Open-source context-sensitive functionalities,Tetum,B1,Tok Pisin,Swahili,Czech,Quality-focused 6th generation challenge
969,Automated explicit extranet,Azeri,B1,Armenian,,Ndebele,Future-proofed homogeneous Graphical User Interface
970,Function-based responsive system engine,Ndebele,C1,Armenian,,,Universal background encryption
971,Realigned zero administration conglomeration,Danish,C1,Zulu,Khmer,Belarusian,Streamlined solution-oriented service-desk
972,Organic multimedia contingency,West Frisian,C1,Kashmiri,Filipino,Dzongkha,Switchable well-modulated challenge
973,Team-oriented exuding flexibility,Azeri,C2,Filipino,,,Assimilated national success
974,Upgradable responsive time-frame,Chinese,B2,Sotho,,Japanese,Multi-layered object-oriented methodology
975,Ameliorated 6th generation attitude,Romanian,C1,Azeri,Dari,Finnish,Cross-platform national implementation
976,Seamless non-volatile access,Lao,A1,Guaraní,,,Compatible mission-critical alliance
977,Multi-tiered bottom-line policy,Amharic,C2,Icelandic,Lao,,Organized bottom-line moderator
978,Mandatory object-oriented customer loyalty,Macedonian,C2,Maltese,,,Synergistic executive collaboration
979,Face to face global support,Tok Pisin,A1,Gagauz,Romanian,,Assimilated fault-tolerant flexibility
980,Cross-platform stable collaboration,Chinese,B1,Oriya,Catalan,,Robust scalable budgetary management
981,Operative user-facing portal,Fijian,B1,Fijian,Catalan,,Secured multi-tasking utilisation
982,Sharable high-level architecture,Guaraní,C1,Somali,Azeri,,Persevering multi-state analyzer
983,Total directional model,Japanese,C2,Hebrew,Northern Sotho,,Future-proofed next generation interface
984,Ameliorated next generation array,Polish,C1,Bosnian,,,Expanded disintermediate approach
985,Re-contextualized real-time encryption,Kurdish,A2,Gagauz,Oriya,Bislama,Cross-group 4th generation complexity
986,Future-proofed 5th generation software,Croatian,C2,Sotho,,,Reverse-engineered real-time Graphic Interface
987,Public-key motivating customer loyalty,Lao,C2,Japanese,,,Realigned fault-tolerant paradigm
988,Balanced object-oriented challenge,Telugu,B2,Korean,Dhivehi,,User-friendly multi-state parallelism
989,Open-architected transitional alliance,Montenegrin,C1,Arabic,,,Assimilated heuristic concept
990,Team-oriented contextually-based data-warehouse,Assamese,C1,Icelandic,,,Ameliorated dynamic model
991,Assimilated multi-state collaboration,Portuguese,A2,Croatian,Norwegian,Icelandic,Reverse-engineered stable task-force
992,Diverse empowering intranet,Kurdish,B1,Malagasy,,,Down-sized foreground function
993,Organic foreground standardization,Polish,C1,Albanian,Czech,,Multi-tiered foreground initiative
994,Function-based attitude-oriented adapter,Bislama,B1,Dzongkha,Mongolian,Estonian,Team-oriented bi-directional product
995,Realigned disintermediate secured line,Zulu,B1,Quechua,Dari,,Centralized contextually-based secured line
996,Proactive 24 hour paradigm,Tok Pisin,B1,Polish,Persian,Tajik,Multi-lateral 24/7 adapter
997,Robust zero administration challenge,Oriya,C2,Azeri,,,Open-architected coherent methodology
998,Programmable 4th generation moratorium,Hindi,A1,Telugu,,Azeri,Integrated motivating attitude
999,Proactive zero tolerance algorithm,Dzongkha,B2,Swati,,,Adaptive encompassing paradigm
1000,Triple-buffered explicit capability,Bulgarian,B1,Lithuanian,Gujarati,,Digitized well-modulated middleware
